T	y	with	h=0.1
0	0.995
0.1	0.980025
0.2	0.955225
0.3	0.920848
0.4	0.877239
0.5	0.824834
0.6	0.764159
0.7	0.695822
0.8	0.620508
0.9	0.538971
1	0.452029
1.1	0.360553
1.2	0.26546
1.3	0.167704
1.4	0.0682636
1.5	-0.0318633
1.6	-0.131673
1.7	-0.230166
1.8	-0.326353
1.9	-0.419271
2	-0.507988
2.1	-0.591615
2.2	-0.669313
2.3	-0.740304
2.4	-0.803874
2.5	-0.859387
2.6	-0.906286
2.7	-0.944101
2.8	-0.972452
2.9	-0.991055
3	-0.999723
3.1	-0.99837
3.2	-0.987007
3.3	-0.965749
3.4	-0.93481
3.5	-0.894498
3.6	-0.845217
3.7	-0.787462
3.8	-0.721812
3.9	-0.648923
4	-0.569528
4.1	-0.484421
4.2	-0.394455
4.3	-0.300533
4.4	-0.203595
4.5	-0.104614
4.6	-0.00458191
4.7	0.0954987
4.8	0.194624
4.9	0.291802
5	0.386056
5.1	0.476442
5.2	0.562055
5.3	0.642034
5.4	0.71558
5.5	0.781953
5.6	0.84049
5.7	0.890601
5.8	0.931786
5.9	0.963631
6	0.985816
6.1	0.998118
6.2	1.00042
6.3	0.992683
6.4	0.974999
6.5	0.94754
6.6	0.910582
6.7	0.864494
6.8	0.809738
6.9	0.746863
7	0.676499
7.1	0.599352
7.2	0.516194
7.3	0.427859
7.4	0.335233
7.5	0.239244
7.6	0.140854
7.7	0.0410493
7.8	-0.0591693
7.9	-0.158797
8	-0.256836
8.1	-0.352302
8.2	-0.444239
8.3	-0.531724
8.4	-0.613881
8.5	-0.689886
8.6	-0.758977
8.7	-0.820461
8.8	-0.873721
8.9	-0.918224
9	-0.953522
9.1	-0.979262
9.2	-0.995186
9.3	-1.00113
9.4	-0.997045
9.5	-0.982961
9.6	-0.959022
9.7	-0.925468
9.8	-0.882636
9.9	-0.830954
10	-0.770941
10.1	-0.703198
10.2	-0.628403
10.3	-0.547306
10.4	-0.460721
10.5	-0.369515
10.6	-0.274603
10.7	-0.176935
10.8	-0.0774904
10.9	0.0227331
11	0.122731
11.1	0.221501
11.2	0.318054
11.3	0.41142
11.4	0.500664
11.5	0.584891
11.6	0.663256
11.7	0.734975
11.8	0.799327
11.9	0.855667
12	0.903431
12.1	0.942139
12.2	0.971403
12.3	0.99093
12.4	1.00052
12.5	1.00009
12.6	0.989623
12.7	0.969238
12.8	0.939137
12.9	0.89962
13	0.851084
13.1	0.794014
13.2	0.728982
13.3	0.656641
13.4	0.577716
13.5	0.492997
13.6	0.403333
13.7	0.309624
13.8	0.212808
13.9	0.113857
14	0.0137615
14.1	-0.0864743
14.2	-0.185846
14.3	-0.283356
14.4	-0.378029
14.5	-0.468914
14.6	-0.555101
14.7	-0.635724
14.8	-0.709977
14.9	-0.777114
15	-0.836462
15.1	-0.887426
15.2	-0.929495
15.3	-0.962247
15.4	-0.985353
15.5	-0.998582
15.6	-1.0018
15.7	-0.994975
15.8	-0.978175
15.9	-0.951569
16	-0.915422
16.1	-0.870098
16.2	-0.81605
16.3	-0.753819
16.4	-0.68403
16.5	-0.607381
16.6	-0.524642
16.7	-0.436641
16.8	-0.344261
16.9	-0.248427
17	-0.1501
17.1	-0.0502661
17.2	0.0500743
17.3	0.149915
17.4	0.248256
17.5	0.34411
17.6	0.436517
17.7	0.52455
17.8	0.607327
17.9	0.684017
18	0.753852
18.1	0.816131
18.2	0.870231
18.3	0.915607
18.4	0.951806
18.5	0.978464
18.6	0.995313
18.7	1.00218
18.8	0.99901
18.9	0.985819
19	0.962746
19.1	0.930021
19.2	0.887971
19.3	0.837018
19.4	0.777673
19.5	0.71053
19.6	0.636263
19.7	0.555615
19.8	0.469395
19.9	0.378467
20	0.283743
20.1	0.186172
20.2	0.0867323
20.3	-0.0135796
20.4	-0.113758
20.5	-0.212798
20.6	-0.309708
20.7	-0.403515
20.8	-0.493279
20.9	-0.5781
21	-0.657128
21.1	-0.72957
21.2	-0.794701
21.3	-0.851865
21.4	-0.900492
21.5	-0.940092
21.6	-0.970269
21.7	-0.990719
21.8	-1.00124
21.9	-1.00172
22	-0.99216
22.1	-0.972653
22.2	-0.943395
22.3	-0.904678
22.4	-0.856891
22.5	-0.800513
22.6	-0.736108
22.7	-0.664322
22.8	-0.585874
22.9	-0.501551
23	-0.412198
23.1	-0.31871
23.2	-0.222025
23.3	-0.123112
23.4	-0.0229615
23.5	0.0774212
23.6	0.17703
23.7	0.274867
23.8	0.369951
23.9	0.461328
24	0.548083
24.1	0.629345
24.2	0.704301
24.3	0.772197
24.4	0.832354
24.5	0.884168
24.6	0.92712
24.7	0.960778
24.8	0.984806
24.9	0.998961
25	1.0031
25.1	0.997187
25.2	0.981275
25.3	0.955526
25.4	0.920196
25.5	0.875641
25.6	0.822307
25.7	0.760727
25.8	0.69152
25.9	0.615378
26	0.533065
26.1	0.445407
26.2	0.35328
26.3	0.25761
26.4	0.159355
26.5	0.0595004
26.6	-0.0409536
26.7	-0.141
26.8	-0.239634
26.9	-0.335869
27	-0.42874
27.1	-0.517314
27.2	-0.600705
27.3	-0.678076
27.4	-0.748651
27.5	-0.811722
27.6	-0.866658
27.7	-0.912906
27.8	-0.950004
27.9	-0.977579
28	-0.995355
28.1	-1.00315
28.2	-1.00089
28.3	-0.988601
28.4	-0.966397
28.5	-0.934504
28.6	-0.893242
28.7	-0.843025
28.8	-0.784355
28.9	-0.71782
29	-0.644087
29.1	-0.563896
29.2	-0.478049
29.3	-0.387408
29.4	-0.292881
29.5	-0.195416
29.6	-0.0959886
29.7	0.00440328
29.8	0.104753
29.9	0.204056
30	0.301315
30.1	0.395557
30.2	0.485835
30.3	0.571244
30.4	0.65093
30.5	0.724091
30.6	0.789996
30.7	0.847982
30.8	0.897469
30.9	0.93796
31	0.969049
31.1	0.990424
31.2	1.00187
31.3	1.00327
31.4	0.994618
31.5	0.975992
31.6	0.947582
31.7	0.909671
31.8	0.862639
31.9	0.806959
32	0.743187
32.1	0.671963
32.2	0.594001
32.3	0.510082
32.4	0.421048
32.5	0.32779
32.6	0.231244
32.7	0.132377
32.8	0.0321812
32.9	-0.0683402
33	-0.168179
33.1	-0.266334
33.2	-0.361822
33.3	-0.453685
33.4	-0.541002
33.5	-0.622898
33.6	-0.698551
33.7	-0.767203
33.8	-0.828165
33.9	-0.880827
34	-0.92466
34.1	-0.959224
34.2	-0.984173
34.3	-0.999256
34.4	-1.00432
34.5	-0.999319
34.6	-0.984299
34.7	-0.95941
34.8	-0.924903
34.9	-0.881123
35	-0.828508
35.1	-0.767586
35.2	-0.698968
35.3	-0.623341
35.4	-0.541463
35.5	-0.454154
35.6	-0.362291
35.7	-0.266793
35.8	-0.168619
35.9	-0.0687513
36	0.0318079
36.1	0.132051
36.2	0.230972
36.3	0.327581
36.4	0.420908
36.5	0.510017
36.6	0.594016
36.7	0.672063
36.8	0.743373
36.9	0.807233
37	0.863002
37.1	0.910121
37.2	0.948117
37.3	0.97661
37.4	0.995312
37.5	1.00404
37.6	1.0027
37.7	0.991304
37.8	0.969974
37.9	0.938919
38	0.89845
38.1	0.848974
38.2	0.790985
38.3	0.725065
38.4	0.651875
38.5	0.572148
38.6	0.486683
38.7	0.396337
38.8	0.302016
38.9	0.204664
39	0.105258
39.1	0.00479495
39.2	-0.0957191
39.3	-0.195276
39.4	-0.292878
39.5	-0.387546
39.6	-0.478331
39.7	-0.564324
39.8	-0.644661
39.9	-0.718537
